timestamp,samples
1767709830.942013,-48817.68
1767709831.042667,-48841.95
1767709831.143486,-48867.344
1767709831.24398,-48797.082
1767709831.3450508,-48804.46
1767709831.445737,-48895.89
1767709831.5462348,-48789.96
1767709831.646632,-48823.816
1767709831.746867,-48902.473
1767709831.84817,-48820.008
1767709831.9496288,-48859.418
1767709832.0508428,-48974.387
1767709832.151825,-48916.87
1767709832.252383,-48987.926
1767709832.376044,-48915.3
1767709832.477317,-49001.973
1767709832.57867,-48952.914
1767709832.680021,-49029.18
1767709832.780315,-48965.098
1767709832.880807,-49005.73
1767709832.9822972,-48973.035
1767709833.0827572,-48998.773
1767709833.184103,-49025.61
1767709833.285405,-48997.297
1767709833.3867211,-49000.816
1767709833.4873972,-49016.97
1767709833.5878432,-49048.246
1767709833.689224,-49116.227
1767709833.78958,-48961.57
1767709833.890046,-49130.992
1767709833.990738,-49169.227
1767709834.091425,-49112.133
1767709834.1917639,-49096.215
1767709834.293025,-49059.14
1767709834.393558,-49141.832
1767709834.494459,-49152.305
1767709834.5958169,-49224.76
1767709834.6969988,-49180.203
1767709834.79846,-49123.785
1767709834.8991702,-49222.6
1767709835.000509,-49218.125
1767709835.1018188,-49212.645
1767709835.202513,-49276.582
1767709835.302956,-49211.375,-49201.113
1767709835.4039521,-49259.92
1767709835.504658,-49244.875
1767709835.605045,-49267.246
1767709835.7054248,-49307.188
1767709835.9070468,-49340.117
1767709836.0083761,-49281.73,-49322.03
1767709836.109694,-49279.816
1767709836.2101052,-49364.758
1767709836.310668,-49410.977
1767709836.4114208,-49283.965
1767709836.5119958,-49310.203
1767709836.6124759,-49300.645
1767709836.713204,-49381.45
1767709836.814265,-49370.76
1767709836.915642,-49420.426
1767709837.016563,-49358.73
1767709837.11691,-49356.066
1767709837.218225,-49420.953
1767709837.318725,-49426.973
1767709837.443149,-49371.305
1767709837.5444212,-49455.414
1767709837.64522,-49495.062
1767709837.7465558,-49428.887
1767709837.847915,-49567.633
1767709837.949346,-49506.918
1767709838.0506399,-49504.406
1767709838.1518452,-49404.12
1767709838.2524061,-49473.855
1767709838.352872,-49421.355
1767709838.453801,-49554.29
